,Unnamed: 0,average_minter_speed,beacon_num_trans_threshold,beacon_shout,broadcast_percentage_selection,decision_thres,dspend_all,dspend_main,failed,gini,loser_nodes,majority_threshold,mean_num_transactions,num_minters,num_orphan_transactions,num_users,perc_evil_minters,perc_evil_users,transaction_volume
0,0,992.9598662207358,49,,0.2680787439978624,0.5000100000000001,1389,0,True,-4.850962170380664e-17,598,0.2,19.6,598,98,105,0.2648890568301237,0.10685104834148124,0.19912863694787106
1,1,1054.6829268292684,531,,0.20562493950677332,0.8298790160369791,892,0,True,5.0388634577888175e-18,41,0.2,195.2,41,976,2806,0.3873512696213488,0.1314574148601691,0.06026503241170314
2,2,1017.0870712401056,166,,0.265194858620286,0.6893451966251962,2934,0,True,-3.019199734018851e-17,758,0.2,1266.0,758,2532,2710,0.07136843107974182,0.12199372340169737,0.1959665910515037
3,3,965.5563063063063,441,,0.10664904462653553,0.8969673843783317,10204,0,True,0.0,444,0.2,1436.0,444,2872,2655,0.2726309567585352,0.16510037902957667,0.15265546360300766
4,4,1048.007741935484,637,,0.2832955331873049,0.5000100000000001,67085,0,True,-2.8881972544879206e-17,775,0.2,761.0,775,2283,2660,0.5458467988267357,0.3608778171067266,0.0649560882769955
5,5,978.1482254697287,771,,0.12244090607183633,0.5000100000000001,16105,0,True,0.0,958,0.2,101.84615384615385,958,1324,2395,0.0466263358294678,0.31310799567503683,0.006624730748539399
6,6,1190.0357142857142,507,,0.17745737250957505,0.5000100000000001,2138,0,True,5.4019958370809975e-18,28,0.2,3152.0,28,6304,1908,0.3181221090025263,0.19278845111352366,0.18166357968346644
7,7,1014.5748663101604,222,,0.2589305679521341,0.5000100000000001,30868,0,True,0.0,374,0.2,3223.0,374,6446,867,0.3121359232941518,0.3242429634883357,0.17730026280911934
8,8,971.2566037735847,795,,0.08840367617345386,0.5992377166999959,89480,0,True,0.0,530,0.2,3899.0,530,7798,2585,0.41570671078378296,0.4784439174721979,0.1811654761480588
9,9,1002.3285509325682,683,,0.23713123762457397,0.5333355919189104,83840,0,True,0.0,697,0.2,2701.0,697,5402,2106,0.474080370159503,0.14274598833627553,0.11276082034979472
10,10,980.0373134328357,23,,0.1521471301010483,0.5000100000000001,19060,0,True,0.0,268,0.2,1924.0,268,3848,545,0.3638812756024121,0.44434178093497856,0.07876255238555853
11,11,1001.0628019323673,1111,,0.2967296624182912,0.5000100000000001,20404,0,True,5.0605716468785936e-17,207,0.2,3164.0,207,6328,2308,0.2545015775254312,0.5525738235134922,0.11494605898189812
12,12,1016.2986881937436,470,,0.09042548922352407,0.986667125561575,27902,0,True,3.5327503046628696e-17,991,0.2,1332.0,991,2664,1793,0.19687541667062472,0.03954720673015788,0.04458360403240502
13,13,1005.0496613995483,39,,0.06611655263929005,0.5000100000000001,40214,0,True,0.0,443,0.2,4562.0,443,9124,1077,0.1725819534229038,0.2657617871485829,0.14518899256160075
14,14,941.9318181818179,60,,0.21132170583658588,0.5000100000000001,13308,0,True,0.0,132,0.2,2266.0,132,4532,259,0.39823680350657614,0.37749808945502783,0.07164016147514496
15,15,1007.855504587156,500,,0.08529288851320106,0.5000100000000001,48782,0,True,-4.562756386185947e-17,872,0.2,6077.0,872,12154,1410,0.06485494658067059,0.2573117720236783,0.18134274370198974
16,16,1071.2361809045226,30,,0.25358189648357354,0.6604639285873891,14844,0,True,-5.4756302744148094e-17,398,0.2,1473.0,398,2946,153,0.21892386178757545,0.0292577016729489,0.04386219383058592
17,0,981.5469879518073,75,,0.23078808094310665,0.7781319829501859,3805,0,True,0.0,415,0.2,31.4,415,157,175,0.3734065274428413,0.4077336764017507,0.15618095817014468
18,0,981.5469879518073,75,,0.23078808094310665,0.7781319829501859,3805,0,True,0.0,415,0.2,31.4,415,157,175,0.3734065274428413,0.4077336764017507,0.15618095817014468
19,1,981.8689655172412,110,,0.2632788248857452,0.5000100000000001,4042,0,True,0.0,145,0.2,82.0,145,328,338,0.4701765321379536,0.2926000032203459,0.13441047311245802
20,0,981.5469879518073,75,,0.23078808094310665,0.7781319829501859,3805,0,True,0.0,415,0.2,31.4,415,157,175,0.3734065274428413,0.4077336764017507,0.15618095817014468
21,1,981.8689655172412,110,,0.2632788248857452,0.5000100000000001,4042,0,True,0.0,145,0.2,82.0,145,328,338,0.4701765321379536,0.2926000032203459,0.13441047311245802
22,2,1023.6726726726728,197,,0.2988946962486779,0.8082137427420306,11275,0,True,3.9109458016052246e-17,333,0.2,296.6666666666667,333,890,777,0.44223650245384094,0.4716870091611681,0.1932152792787706
23,0,981.5469879518073,75,,0.23078808094310665,0.7781319829501859,3805,0,True,0.0,415,0.2,31.4,415,157,175,0.3734065274428413,0.4077336764017507,0.15618095817014468
24,1,981.8689655172412,110,,0.2632788248857452,0.5000100000000001,4042,0,True,0.0,145,0.2,82.0,145,328,338,0.4701765321379536,0.2926000032203459,0.13441047311245802
25,2,1023.6726726726728,197,,0.2988946962486779,0.8082137427420306,11275,0,True,3.9109458016052246e-17,333,0.2,296.6666666666667,333,890,777,0.44223650245384094,0.4716870091611681,0.1932152792787706
26,3,969.8333333333335,151,,0.2712865102519717,0.5000100000000001,7363,0,True,0.0,186,0.2,129.5,186,518,405,0.5822197768740679,0.3810921780710383,0.06314045083118054
27,0,981.5469879518073,75,,0.23078808094310665,0.7781319829501859,3805,0,True,0.0,415,0.2,31.4,415,157,175,0.3734065274428413,0.4077336764017507,0.15618095817014468
28,1,981.8689655172412,110,,0.2632788248857452,0.5000100000000001,4042,0,True,0.0,145,0.2,82.0,145,328,338,0.4701765321379536,0.2926000032203459,0.13441047311245802
29,2,1023.6726726726728,197,,0.2988946962486779,0.8082137427420306,11275,0,True,3.9109458016052246e-17,333,0.2,296.6666666666667,333,890,777,0.44223650245384094,0.4716870091611681,0.1932152792787706
30,3,969.8333333333335,151,,0.2712865102519717,0.5000100000000001,7363,0,True,0.0,186,0.2,129.5,186,518,405,0.5822197768740679,0.3810921780710383,0.06314045083118054
31,4,946.5741935483873,67,,0.2848197815071176,0.5000100000000001,218,0,True,4.512808210137375e-17,155,0.2,562.0,155,1124,1076,0.010124225167708787,0.30870952493898324,0.15692343953592433
32,0,981.5469879518073,75,,0.23078808094310665,0.7781319829501859,3805,0,True,0.0,415,0.2,31.4,415,157,175,0.3734065274428413,0.4077336764017507,0.15618095817014468
