,Unnamed: 0,average_minter_speed,beacon_num_trans_threshold,beacon_shout,broadcast_percentage_selection,decision_thres,dspend_all,dspend_main,failed,gini,loser_nodes,majority_threshold,mean_num_transactions,num_minters,num_orphan_transactions,num_users,perc_evil_minters,perc_evil_users,transaction_volume
0,0,979.3228346456692,102,True,0.12383407956517065,0.5000100000000001,168,0,True,0.9291325471584556,118,0.2,170.5,127,218,2765,0.02347203636891877,0.19075856711477146,0.050582916484969535
1,1,1030.5652173913043,103,True,0.15965821722477108,0.8814617073554059,16,0,True,-8.005982488225905e-18,23,0.2,397.0,23,794,992,0.09773911809213967,0.3878604448050591,0.09179839355553167
2,2,951.2663043478259,393,True,0.1879695443053284,0.5380302528736041,9224,0,True,0.0,368,0.2,203.75,368,815,971,0.2920316324576069,0.17402643010462238,0.03682722239075616
3,3,890.0185185185185,804,True,0.21599549759645564,0.5000100000000001,7515,0,True,0.0,162,0.2,1079.0,162,3237,2136,0.23549497047114096,0.21355245455701524,0.13695219365616315
4,4,1043.070796460177,530,True,0.10710283212610472,0.5000100000000001,27040,0,True,0.9336269119195234,211,0.2,932.5,226,1301,1177,0.4399522855747463,0.11600441496332528,0.10117303251290533
5,0,1023.7010582010582,433,True,0.0912814692377993,0.510784802002321,36036,0,True,0.8968245275954699,339,0.2,53.51515151515152,378,769,1322,0.0991714587839102,0.22423369567074644,0.03550262740854067
6,0,1023.7010582010582,433,True,0.0912814692377993,0.510784802002321,36036,0,True,0.8968245275954699,339,0.2,53.51515151515152,378,769,1322,0.0991714587839102,0.22423369567074644,0.03550262740854067
7,1,1102.637362637363,74,True,0.1782150739306632,0.9792545040475332,168,0,True,-2.0457262341608503e-18,91,0.2,96.0,91,192,680,0.16085744736210447,0.5313777076151794,0.03424456297861531
8,0,1023.7010582010582,433,True,0.0912814692377993,0.510784802002321,36036,0,True,0.8968245275954699,339,0.2,53.51515151515152,378,769,1322,0.0991714587839102,0.22423369567074644,0.03550262740854067
9,1,1102.637362637363,74,True,0.1782150739306632,0.9792545040475332,168,0,True,-2.0457262341608503e-18,91,0.2,96.0,91,192,680,0.16085744736210447,0.5313777076151794,0.03424456297861531
10,2,1004.5346534653464,373,True,0.20748224770280493,0.5518446701972444,1352,0,True,-3.155303597261386e-17,101,0.2,216.0,101,648,906,0.28212801720864544,0.044313695276098033,0.07127141633585679
11,0,1023.7010582010582,433,True,0.0912814692377993,0.510784802002321,36036,0,True,0.8968245275954699,339,0.2,53.51515151515152,378,769,1322,0.0991714587839102,0.22423369567074644,0.03550262740854067
12,1,1102.637362637363,74,True,0.1782150739306632,0.9792545040475332,168,0,True,-2.0457262341608503e-18,91,0.2,96.0,91,192,680,0.16085744736210447,0.5313777076151794,0.03424456297861531
13,2,1004.5346534653464,373,True,0.20748224770280493,0.5518446701972444,1352,0,True,-3.155303597261386e-17,101,0.2,216.0,101,648,906,0.28212801720864544,0.044313695276098033,0.07127141633585679
14,3,996.55091383812,93,True,0.17508343721988914,0.9454957198824788,532,0,True,-5.912929653814556e-17,383,0.2,28.16666666666667,383,169,580,0.053160992740294635,0.4431689248726039,0.007849610094273941
15,0,1023.7010582010582,433,True,0.0912814692377993,0.510784802002321,36036,0,True,0.8968245275954699,339,0.2,53.51515151515152,378,769,1322,0.0991714587839102,0.22423369567074644,0.03550262740854067
